season_day,dteday,hour,casual_hour,registered_hour,count_hour,count_day,time_group
fall,2012-09-19,12,53,260,313,7591,11:00 - 12:59
fall,2012-09-19,13,55,234,289,7591,13:00 - 14:59
fall,2012-09-19,14,59,227,286,7591,13:00 - 14:59
fall,2012-09-19,15,57,254,311,7591,15:00 - 16:59
fall,2012-09-19,16,69,397,466,7591,15:00 - 16:59
fall,2012-09-19,17,74,812,886,7591,17:00 - 18:59
fall,2012-09-19,18,85,807,892,7591,17:00 - 18:59
fall,2012-09-19,19,72,539,611,7591,19:00 - 20:59
fall,2012-09-19,20,31,378,409,7591,19:00 - 20:59
fall,2012-09-19,21,25,324,349,7591,21:00 - 22:59
fall,2012-09-19,22,31,198,229,7591,21:00 - 22:59
fall,2012-09-19,23,17,106,123,7591,23:00 - 24:59
fall,2012-09-20,0,12,46,58,7720,
fall,2012-09-20,1,4,14,18,7720,01:00 - 02:59
fall,2012-09-20,2,2,9,11,7720,01:00 - 02:59
fall,2012-09-20,3,0,6,6,7720,03:00 - 04:59
fall,2012-09-20,4,0,6,6,7720,03:00 - 04:59
fall,2012-09-20,5,4,52,56,7720,05:00 - 06:59
fall,2012-09-20,6,9,161,170,7720,05:00 - 06:59
fall,2012-09-20,7,20,514,534,7720,07:00 - 08:59
fall,2012-09-20,8,44,746,790,7720,07:00 - 08:59
fall,2012-09-20,9,25,330,355,7720,09:00 - 10:59
fall,2012-09-20,10,33,157,190,7720,09:00 - 10:59
fall,2012-09-20,11,37,206,243,7720,11:00 - 12:59
fall,2012-09-20,12,57,233,290,7720,11:00 - 12:59
fall,2012-09-20,13,68,268,336,7720,13:00 - 14:59
fall,2012-09-20,14,76,222,298,7720,13:00 - 14:59
fall,2012-09-20,15,60,231,291,7720,15:00 - 16:59
fall,2012-09-20,16,72,385,457,7720,15:00 - 16:59
fall,2012-09-20,17,91,885,976,7720,17:00 - 18:59
fall,2012-09-20,18,119,781,900,7720,17:00 - 18:59
fall,2012-09-20,19,69,534,603,7720,19:00 - 20:59
fall,2012-09-20,20,57,360,417,7720,19:00 - 20:59
fall,2012-09-20,21,28,246,274,7720,21:00 - 22:59
fall,2012-09-20,22,35,252,287,7720,21:00 - 22:59
fall,2012-09-20,23,17,137,154,7720,23:00 - 24:59
fall,2012-09-21,0,13,53,66,8167,
fall,2012-09-21,1,11,38,49,8167,01:00 - 02:59
fall,2012-09-21,2,6,8,14,8167,01:00 - 02:59
fall,2012-09-21,3,1,11,12,8167,03:00 - 04:59
fall,2012-09-21,4,1,9,10,8167,03:00 - 04:59
fall,2012-09-21,5,2,47,49,8167,05:00 - 06:59
fall,2012-09-21,6,19,146,165,8167,05:00 - 06:59
fall,2012-09-21,7,35,468,503,8167,07:00 - 08:59
fall,2012-09-21,8,31,726,757,8167,07:00 - 08:59
fall,2012-09-21,9,35,348,383,8167,09:00 - 10:59
fall,2012-09-21,10,44,181,225,8167,09:00 - 10:59
fall,2012-09-21,11,79,242,321,8167,11:00 - 12:59
fall,2012-09-21,12,84,305,389,8167,11:00 - 12:59
fall,2012-09-21,13,105,316,421,8167,13:00 - 14:59
fall,2012-09-21,14,113,299,412,8167,13:00 - 14:59
fall,2012-09-21,15,90,333,423,8167,15:00 - 16:59
fall,2012-09-21,16,103,464,567,8167,15:00 - 16:59
fall,2012-09-21,17,107,739,846,8167,17:00 - 18:59
fall,2012-09-21,18,106,699,805,8167,17:00 - 18:59
fall,2012-09-21,19,95,493,588,8167,19:00 - 20:59
fall,2012-09-21,20,54,315,369,8167,19:00 - 20:59
fall,2012-09-21,21,46,266,312,8167,21:00 - 22:59
fall,2012-09-21,22,47,248,295,8167,21:00 - 22:59
fall,2012-09-21,23,23,163,186,8167,23:00 - 24:59
fall,2012-09-22,0,32,140,172,8395,
fall,2012-09-22,1,18,106,124,8395,01:00 - 02:59
fall,2012-09-22,2,10,73,83,8395,01:00 - 02:59
fall,2012-09-22,3,6,39,45,8395,03:00 - 04:59
fall,2012-09-22,4,5,10,15,8395,03:00 - 04:59
fall,2012-09-22,5,2,15,17,8395,05:00 - 06:59
fall,2012-09-22,6,6,35,41,8395,05:00 - 06:59
fall,2012-09-22,7,7,70,77,8395,07:00 - 08:59
fall,2012-09-22,8,21,197,218,8395,07:00 - 08:59
fall,2012-09-22,9,88,289,377,8395,09:00 - 10:59
fall,2012-09-22,10,124,350,474,8395,09:00 - 10:59
fall,2012-09-22,11,189,437,626,8395,11:00 - 12:59
fall,2012-09-22,12,228,460,688,8395,11:00 - 12:59
fall,2012-09-22,13,273,434,707,8395,13:00 - 14:59
fall,2012-09-22,14,250,404,654,8395,13:00 - 14:59
fall,2012-09-22,15,307,443,750,8395,15:00 - 16:59
fall,2012-09-22,16,253,427,680,8395,15:00 - 16:59
fall,2012-09-22,17,195,451,646,8395,17:00 - 18:59
fall,2012-09-22,18,171,427,598,8395,17:00 - 18:59
fall,2012-09-22,19,99,308,407,8395,19:00 - 20:59
fall,2012-09-22,20,76,249,325,8395,19:00 - 20:59
fall,2012-09-22,21,59,202,261,8395,21:00 - 22:59
fall,2012-09-22,22,59,180,239,8395,21:00 - 22:59
fall,2012-09-22,23,34,137,171,8395,23:00 - 24:59
winter,2012-09-23,0,34,146,180,7907,
winter,2012-09-23,1,23,119,142,7907,01:00 - 02:59
winter,2012-09-23,2,18,77,95,7907,01:00 - 02:59
winter,2012-09-23,3,13,41,54,7907,03:00 - 04:59
winter,2012-09-23,4,1,9,10,7907,03:00 - 04:59
winter,2012-09-23,5,1,5,6,7907,05:00 - 06:59
winter,2012-09-23,6,5,11,16,7907,05:00 - 06:59
winter,2012-09-23,7,9,48,57,7907,07:00 - 08:59
winter,2012-09-23,8,38,137,175,7907,07:00 - 08:59
winter,2012-09-23,9,71,205,276,7907,09:00 - 10:59
winter,2012-09-23,10,138,351,489,7907,09:00 - 10:59
winter,2012-09-23,11,186,384,570,7907,11:00 - 12:59
winter,2012-09-23,12,250,526,776,7907,11:00 - 12:59
winter,2012-09-23,13,257,445,702,7907,13:00 - 14:59
winter,2012-09-23,14,266,400,666,7907,13:00 - 14:59
winter,2012-09-23,15,265,375,640,7907,15:00 - 16:59
winter,2012-09-23,16,254,437,691,7907,15:00 - 16:59
winter,2012-09-23,17,227,496,723,7907,17:00 - 18:59
winter,2012-09-23,18,135,405,540,7907,17:00 - 18:59
winter,2012-09-23,19,82,331,413,7907,19:00 - 20:59
winter,2012-09-23,20,60,192,252,7907,19:00 - 20:59
winter,2012-09-23,21,51,145,196,7907,21:00 - 22:59
winter,2012-09-23,22,40,98,138,7907,21:00 - 22:59
winter,2012-09-23,23,30,70,100,7907,23:00 - 24:59
winter,2012-09-24,0,10,54,64,7436,
winter,2012-09-24,1,6,12,18,7436,01:00 - 02:59
winter,2012-09-24,2,0,8,8,7436,01:00 - 02:59
winter,2012-09-24,3,0,5,5,7436,03:00 - 04:59
winter,2012-09-24,4,0,8,8,7436,03:00 - 04:59
winter,2012-09-24,5,2,35,37,7436,05:00 - 06:59
winter,2012-09-24,6,6,162,168,7436,05:00 - 06:59
winter,2012-09-24,7,17,513,530,7436,07:00 - 08:59
winter,2012-09-24,8,31,719,750,7436,07:00 - 08:59
winter,2012-09-24,9,42,286,328,7436,09:00 - 10:59
winter,2012-09-24,10,52,146,198,7436,09:00 - 10:59
winter,2012-09-24,11,71,167,238,7436,11:00 - 12:59
winter,2012-09-24,12,77,265,342,7436,11:00 - 12:59
winter,2012-09-24,13,80,248,328,7436,13:00 - 14:59
winter,2012-09-24,14,77,226,303,7436,13:00 - 14:59
winter,2012-09-24,15,84,216,300,7436,15:00 - 16:59
winter,2012-09-24,16,99,417,516,7436,15:00 - 16:59
winter,2012-09-24,17,89,809,898,7436,17:00 - 18:59
winter,2012-09-24,18,95,758,853,7436,17:00 - 18:59
winter,2012-09-24,19,56,534,590,7436,19:00 - 20:59
winter,2012-09-24,20,52,380,432,7436,19:00 - 20:59
winter,2012-09-24,21,26,230,256,7436,21:00 - 22:59
winter,2012-09-24,22,18,154,172,7436,21:00 - 22:59
winter,2012-09-24,23,11,83,94,7436,23:00 - 24:59
winter,2012-09-25,0,8,56,64,7538,
winter,2012-09-25,1,2,11,13,7538,01:00 - 02:59
winter,2012-09-25,2,5,9,14,7538,01:00 - 02:59
winter,2012-09-25,3,2,3,5,7538,03:00 - 04:59
winter,2012-09-25,4,2,7,9,7538,03:00 - 04:59
winter,2012-09-25,5,1,46,47,7538,05:00 - 06:59
winter,2012-09-25,6,5,189,194,7538,05:00 - 06:59
winter,2012-09-25,7,17,539,556,7538,07:00 - 08:59
winter,2012-09-25,8,41,764,805,7538,07:00 - 08:59
winter,2012-09-25,9,28,381,409,7538,09:00 - 10:59
winter,2012-09-25,10,45,125,170,7538,09:00 - 10:59
winter,2012-09-25,11,63,155,218,7538,11:00 - 12:59
winter,2012-09-25,12,69,233,302,7538,11:00 - 12:59
winter,2012-09-25,13,48,257,305,7538,13:00 - 14:59
winter,2012-09-25,14,80,213,293,7538,13:00 - 14:59
winter,2012-09-25,15,56,247,303,7538,15:00 - 16:59
winter,2012-09-25,16,59,436,495,7538,15:00 - 16:59
winter,2012-09-25,17,107,860,967,7538,17:00 - 18:59
winter,2012-09-25,18,64,758,822,7538,17:00 - 18:59
winter,2012-09-25,19,49,490,539,7538,19:00 - 20:59
winter,2012-09-25,20,37,388,425,7538,19:00 - 20:59
winter,2012-09-25,21,34,263,297,7538,21:00 - 22:59
winter,2012-09-25,22,14,174,188,7538,21:00 - 22:59
winter,2012-09-25,23,9,89,98,7538,23:00 - 24:59
winter,2012-09-26,0,6,34,40,7733,
winter,2012-09-26,1,10,19,29,7733,01:00 - 02:59
winter,2012-09-26,2,2,15,17,7733,01:00 - 02:59
winter,2012-09-26,3,4,6,10,7733,03:00 - 04:59
winter,2012-09-26,4,2,12,14,7733,03:00 - 04:59
winter,2012-09-26,5,1,35,36,7733,05:00 - 06:59
winter,2012-09-26,6,3,179,182,7733,05:00 - 06:59
winter,2012-09-26,7,9,523,532,7733,07:00 - 08:59
winter,2012-09-26,8,30,808,838,7733,07:00 - 08:59
winter,2012-09-26,9,27,307,334,7733,09:00 - 10:59
winter,2012-09-26,10,29,156,185,7733,09:00 - 10:59
winter,2012-09-26,11,46,181,227,7733,11:00 - 12:59
winter,2012-09-26,12,56,260,316,7733,11:00 - 12:59
winter,2012-09-26,13,67,273,340,7733,13:00 - 14:59
winter,2012-09-26,14,60,217,277,7733,13:00 - 14:59
winter,2012-09-26,15,69,231,300,7733,15:00 - 16:59
winter,2012-09-26,16,71,397,468,7733,15:00 - 16:59
winter,2012-09-26,17,77,876,953,7733,17:00 - 18:59
winter,2012-09-26,18,69,815,884,7733,17:00 - 18:59
winter,2012-09-26,19,38,589,627,7733,19:00 - 20:59
winter,2012-09-26,20,45,389,434,7733,19:00 - 20:59
winter,2012-09-26,21,32,328,360,7733,21:00 - 22:59
winter,2012-09-26,22,21,194,215,7733,21:00 - 22:59
winter,2012-09-26,23,13,102,115,7733,23:00 - 24:59
winter,2012-09-27,0,5,60,65,7393,
winter,2012-09-27,1,5,16,21,7393,01:00 - 02:59
winter,2012-09-27,2,3,13,16,7393,01:00 - 02:59
winter,2012-09-27,3,0,7,7,7393,03:00 - 04:59
winter,2012-09-27,4,2,6,8,7393,03:00 - 04:59
winter,2012-09-27,5,2,64,66,7393,05:00 - 06:59
winter,2012-09-27,6,5,164,169,7393,05:00 - 06:59
winter,2012-09-27,7,12,546,558,7393,07:00 - 08:59
winter,2012-09-27,8,20,774,794,7393,07:00 - 08:59
winter,2012-09-27,9,30,305,335,7393,09:00 - 10:59
winter,2012-09-27,10,40,168,208,7393,09:00 - 10:59
winter,2012-09-27,11,67,227,294,7393,11:00 - 12:59
winter,2012-09-27,12,63,272,335,7393,11:00 - 12:59
winter,2012-09-27,13,61,265,326,7393,13:00 - 14:59
winter,2012-09-27,14,44,214,258,7393,13:00 - 14:59
winter,2012-09-27,15,41,255,296,7393,15:00 - 16:59
winter,2012-09-27,16,73,399,472,7393,15:00 - 16:59
winter,2012-09-27,17,87,818,905,7393,17:00 - 18:59
winter,2012-09-27,18,77,822,899,7393,17:00 - 18:59
winter,2012-09-27,19,48,511,559,7393,19:00 - 20:59
winter,2012-09-27,20,45,412,457,7393,19:00 - 20:59
winter,2012-09-27,21,18,235,253,7393,21:00 - 22:59
winter,2012-09-27,22,2,45,47,7393,21:00 - 22:59
winter,2012-09-27,23,1,44,45,7393,23:00 - 24:59
winter,2012-09-28,0,2,15,17,7415,
winter,2012-09-28,1,0,13,13,7415,01:00 - 02:59
winter,2012-09-28,2,1,9,10,7415,01:00 - 02:59
winter,2012-09-28,3,0,7,7,7415,03:00 - 04:59
winter,2012-09-28,4,2,10,12,7415,03:00 - 04:59
winter,2012-09-28,5,1,37,38,7415,05:00 - 06:59
winter,2012-09-28,6,2,136,138,7415,05:00 - 06:59
winter,2012-09-28,7,10,384,394,7415,07:00 - 08:59
winter,2012-09-28,8,31,674,705,7415,07:00 - 08:59
winter,2012-09-28,9,27,399,426,7415,09:00 - 10:59
winter,2012-09-28,10,51,194,245,7415,09:00 - 10:59
winter,2012-09-28,11,109,252,361,7415,11:00 - 12:59
winter,2012-09-28,12,94,286,380,7415,11:00 - 12:59
winter,2012-09-28,13,106,304,410,7415,13:00 - 14:59
winter,2012-09-28,14,105,294,399,7415,13:00 - 14:59
winter,2012-09-28,15,104,288,392,7415,15:00 - 16:59
winter,2012-09-28,16,83,419,502,7415,15:00 - 16:59
winter,2012-09-28,17,101,707,808,7415,17:00 - 18:59
winter,2012-09-28,18,58,609,667,7415,17:00 - 18:59
winter,2012-09-28,19,38,470,508,7415,19:00 - 20:59
winter,2012-09-28,20,32,304,336,7415,19:00 - 20:59
winter,2012-09-28,21,32,205,237,7415,21:00 - 22:59
winter,2012-09-28,22,30,190,220,7415,21:00 - 22:59
winter,2012-09-28,23,26,164,190,7415,23:00 - 24:59
winter,2012-09-29,0,15,134,149,8555,
winter,2012-09-29,1,12,89,101,8555,01:00 - 02:59
winter,2012-09-29,2,12,80,92,8555,01:00 - 02:59
winter,2012-09-29,3,4,25,29,8555,03:00 - 04:59
winter,2012-09-29,4,6,8,14,8555,03:00 - 04:59
winter,2012-09-29,5,2,13,15,8555,05:00 - 06:59
winter,2012-09-29,6,4,33,37,8555,05:00 - 06:59
winter,2012-09-29,7,12,61,73,8555,07:00 - 08:59
winter,2012-09-29,8,37,174,211,8555,07:00 - 08:59
winter,2012-09-29,9,69,263,332,8555,09:00 - 10:59
winter,2012-09-29,10,134,338,472,8555,09:00 - 10:59
winter,2012-09-29,11,217,446,663,8555,11:00 - 12:59
winter,2012-09-29,12,191,491,682,8555,11:00 - 12:59
winter,2012-09-29,13,233,453,686,8555,13:00 - 14:59
winter,2012-09-29,14,302,448,750,8555,13:00 - 14:59
winter,2012-09-29,15,271,456,727,8555,15:00 - 16:59
winter,2012-09-29,16,275,447,722,8555,15:00 - 16:59
winter,2012-09-29,17,256,456,712,8555,17:00 - 18:59
winter,2012-09-29,18,174,420,594,8555,17:00 - 18:59
winter,2012-09-29,19,119,351,470,8555,19:00 - 20:59
winter,2012-09-29,20,88,227,315,8555,19:00 - 20:59
winter,2012-09-29,21,73,219,292,8555,21:00 - 22:59
winter,2012-09-29,22,48,173,221,8555,21:00 - 22:59
winter,2012-09-29,23,35,161,196,8555,23:00 - 24:59
winter,2012-09-30,0,35,112,147,6889,
winter,2012-09-30,1,31,85,116,6889,01:00 - 02:59
winter,2012-09-30,2,21,71,92,6889,01:00 - 02:59
winter,2012-09-30,3,17,41,58,6889,03:00 - 04:59
winter,2012-09-30,4,1,6,7,6889,03:00 - 04:59
winter,2012-09-30,5,1,9,10,6889,05:00 - 06:59
winter,2012-09-30,6,2,20,22,6889,05:00 - 06:59
winter,2012-09-30,7,14,43,57,6889,07:00 - 08:59
winter,2012-09-30,8,18,126,144,6889,07:00 - 08:59
winter,2012-09-30,9,74,211,285,6889,09:00 - 10:59
winter,2012-09-30,10,160,319,479,6889,09:00 - 10:59
winter,2012-09-30,11,222,369,591,6889,11:00 - 12:59
winter,2012-09-30,12,206,474,680,6889,11:00 - 12:59
winter,2012-09-30,13,180,414,594,6889,13:00 - 14:59
winter,2012-09-30,14,208,404,612,6889,13:00 - 14:59
winter,2012-09-30,15,230,419,649,6889,15:00 - 16:59
winter,2012-09-30,16,202,446,648,6889,15:00 - 16:59
winter,2012-09-30,17,195,380,575,6889,17:00 - 18:59
winter,2012-09-30,18,91,310,401,6889,17:00 - 18:59
winter,2012-09-30,19,34,223,257,6889,19:00 - 20:59
winter,2012-09-30,20,31,163,194,6889,19:00 - 20:59
winter,2012-09-30,21,19,104,123,6889,21:00 - 22:59
winter,2012-09-30,22,15,76,91,6889,21:00 - 22:59
winter,2012-09-30,23,8,49,57,6889,23:00 - 24:59
winter,2012-10-01,0,6,39,45,6778,
winter,2012-10-01,1,5,13,18,6778,01:00 - 02:59
winter,2012-10-01,2,6,6,12,6778,01:00 - 02:59
winter,2012-10-01,3,1,6,7,6778,03:00 - 04:59
winter,2012-10-01,4,0,10,10,6778,03:00 - 04:59
winter,2012-10-01,5,2,34,36,6778,05:00 - 06:59
winter,2012-10-01,6,8,147,155,6778,05:00 - 06:59
winter,2012-10-01,7,13,470,483,6778,07:00 - 08:59
winter,2012-10-01,8,40,744,784,6778,07:00 - 08:59
winter,2012-10-01,9,26,314,340,6778,09:00 - 10:59
winter,2012-10-01,10,44,135,179,6778,09:00 - 10:59
winter,2012-10-01,11,76,196,272,6778,11:00 - 12:59
winter,2012-10-01,12,61,262,323,6778,11:00 - 12:59
winter,2012-10-01,13,80,225,305,6778,13:00 - 14:59
winter,2012-10-01,14,51,193,244,6778,13:00 - 14:59
winter,2012-10-01,15,95,234,329,6778,15:00 - 16:59
winter,2012-10-01,16,51,408,459,6778,15:00 - 16:59
winter,2012-10-01,17,65,791,856,6778,17:00 - 18:59
winter,2012-10-01,18,42,571,613,6778,17:00 - 18:59
winter,2012-10-01,19,33,483,516,6778,19:00 - 20:59
winter,2012-10-01,20,11,251,262,6778,19:00 - 20:59
winter,2012-10-01,21,13,205,218,6778,21:00 - 22:59
winter,2012-10-01,22,17,190,207,6778,21:00 - 22:59
winter,2012-10-01,23,17,88,105,6778,23:00 - 24:59
winter,2012-10-02,0,1,30,31,4639,
winter,2012-10-02,1,0,11,11,4639,01:00 - 02:59
winter,2012-10-02,2,0,2,2,4639,01:00 - 02:59
winter,2012-10-02,3,1,4,5,4639,03:00 - 04:59
winter,2012-10-02,4,2,8,10,4639,03:00 - 04:59
winter,2012-10-02,5,1,42,43,4639,05:00 - 06:59
winter,2012-10-02,6,3,176,179,4639,05:00 - 06:59
winter,2012-10-02,7,4,256,260,4639,07:00 - 08:59
winter,2012-10-02,8,6,128,134,4639,07:00 - 08:59
winter,2012-10-02,9,3,83,86,4639,09:00 - 10:59
winter,2012-10-02,10,3,42,45,4639,09:00 - 10:59
winter,2012-10-02,11,7,92,99,4639,11:00 - 12:59
winter,2012-10-02,12,6,98,104,4639,11:00 - 12:59
winter,2012-10-02,13,6,148,154,4639,13:00 - 14:59
winter,2012-10-02,14,16,147,163,4639,13:00 - 14:59
winter,2012-10-02,15,14,195,209,4639,15:00 - 16:59
winter,2012-10-02,16,46,328,374,4639,15:00 - 16:59
winter,2012-10-02,17,38,677,715,4639,17:00 - 18:59
winter,2012-10-02,18,48,639,687,4639,17:00 - 18:59
winter,2012-10-02,19,27,368,395,4639,19:00 - 20:59
winter,2012-10-02,20,20,286,306,4639,19:00 - 20:59
winter,2012-10-02,21,24,265,289,4639,21:00 - 22:59
winter,2012-10-02,22,28,212,240,4639,21:00 - 22:59
winter,2012-10-02,23,11,87,98,4639,23:00 - 24:59
winter,2012-10-03,0,5,47,52,7572,
winter,2012-10-03,1,3,16,19,7572,01:00 - 02:59
winter,2012-10-03,2,2,7,9,7572,01:00 - 02:59
winter,2012-10-03,3,0,7,7,7572,03:00 - 04:59
winter,2012-10-03,4,2,9,11,7572,03:00 - 04:59
winter,2012-10-03,5,2,32,34,7572,05:00 - 06:59
winter,2012-10-03,6,4,173,177,7572,05:00 - 06:59
winter,2012-10-03,7,11,504,515,7572,07:00 - 08:59
winter,2012-10-03,8,28,781,809,7572,07:00 - 08:59
winter,2012-10-03,9,30,332,362,7572,09:00 - 10:59
winter,2012-10-03,10,29,146,175,7572,09:00 - 10:59
winter,2012-10-03,11,52,178,230,7572,11:00 - 12:59
winter,2012-10-03,12,69,289,358,7572,11:00 - 12:59
winter,2012-10-03,13,55,224,279,7572,13:00 - 14:59
winter,2012-10-03,14,56,195,251,7572,13:00 - 14:59
winter,2012-10-03,15,59,260,319,7572,15:00 - 16:59
winter,2012-10-03,16,42,436,478,7572,15:00 - 16:59
winter,2012-10-03,17,84,833,917,7572,17:00 - 18:59
winter,2012-10-03,18,54,756,810,7572,17:00 - 18:59
winter,2012-10-03,19,49,544,593,7572,19:00 - 20:59
winter,2012-10-03,20,48,449,497,7572,19:00 - 20:59
winter,2012-10-03,21,14,195,209,7572,21:00 - 22:59
winter,2012-10-03,22,9,232,241,7572,21:00 - 22:59
winter,2012-10-03,23,21,199,220,7572,23:00 - 24:59
winter,2012-10-04,0,11,65,76,7328,
winter,2012-10-04,1,2,23,25,7328,01:00 - 02:59
winter,2012-10-04,2,3,10,13,7328,01:00 - 02:59
winter,2012-10-04,3,5,6,11,7328,03:00 - 04:59
winter,2012-10-04,4,0,10,10,7328,03:00 - 04:59
winter,2012-10-04,5,2,37,39,7328,05:00 - 06:59
winter,2012-10-04,6,1,132,133,7328,05:00 - 06:59
winter,2012-10-04,7,12,379,391,7328,07:00 - 08:59
winter,2012-10-04,8,27,711,738,7328,07:00 - 08:59
winter,2012-10-04,9,40,319,359,7328,09:00 - 10:59
winter,2012-10-04,10,27,150,177,7328,09:00 - 10:59
winter,2012-10-04,11,38,176,214,7328,11:00 - 12:59
winter,2012-10-04,12,57,231,288,7328,11:00 - 12:59
winter,2012-10-04,13,63,231,294,7328,13:00 - 14:59
winter,2012-10-04,14,56,211,267,7328,13:00 - 14:59
winter,2012-10-04,15,77,248,325,7328,15:00 - 16:59
winter,2012-10-04,16,86,411,497,7328,15:00 - 16:59
winter,2012-10-04,17,112,789,901,7328,17:00 - 18:59
winter,2012-10-04,18,75,812,887,7328,17:00 - 18:59
winter,2012-10-04,19,67,467,534,7328,19:00 - 20:59
winter,2012-10-04,20,50,391,441,7328,19:00 - 20:59
winter,2012-10-04,21,33,288,321,7328,21:00 - 22:59
winter,2012-10-04,22,29,203,232,7328,21:00 - 22:59
winter,2012-10-04,23,18,137,155,7328,23:00 - 24:59
winter,2012-10-05,0,16,86,102,8156,
winter,2012-10-05,1,3,43,46,8156,01:00 - 02:59
winter,2012-10-05,2,1,10,11,8156,01:00 - 02:59
winter,2012-10-05,3,5,11,16,8156,03:00 - 04:59
winter,2012-10-05,4,0,11,11,8156,03:00 - 04:59
winter,2012-10-05,5,0,41,41,8156,05:00 - 06:59
winter,2012-10-05,6,4,133,137,8156,05:00 - 06:59
winter,2012-10-05,7,11,417,428,8156,07:00 - 08:59
winter,2012-10-05,8,36,749,785,8156,07:00 - 08:59
winter,2012-10-05,9,58,326,384,8156,09:00 - 10:59
winter,2012-10-05,10,68,192,260,8156,09:00 - 10:59
winter,2012-10-05,11,90,214,304,8156,11:00 - 12:59
winter,2012-10-05,12,161,307,468,8156,11:00 - 12:59
winter,2012-10-05,13,117,307,424,8156,13:00 - 14:59
winter,2012-10-05,14,113,287,400,8156,13:00 - 14:59
winter,2012-10-05,15,150,320,470,8156,15:00 - 16:59
winter,2012-10-05,16,153,481,634,8156,15:00 - 16:59
winter,2012-10-05,17,158,742,900,8156,17:00 - 18:59
winter,2012-10-05,18,106,655,761,8156,17:00 - 18:59
winter,2012-10-05,19,67,433,500,8156,19:00 - 20:59
winter,2012-10-05,20,66,306,372,8156,19:00 - 20:59
winter,2012-10-05,21,47,220,267,8156,21:00 - 22:59
winter,2012-10-05,22,63,201,264,8156,21:00 - 22:59
winter,2012-10-05,23,23,148,171,8156,23:00 - 24:59
winter,2012-10-06,0,37,154,191,7965,
winter,2012-10-06,1,25,116,141,7965,01:00 - 02:59
winter,2012-10-06,2,13,62,75,7965,01:00 - 02:59
winter,2012-10-06,3,2,54,56,7965,03:00 - 04:59
winter,2012-10-06,4,4,7,11,7965,03:00 - 04:59
winter,2012-10-06,5,2,8,10,7965,05:00 - 06:59
winter,2012-10-06,6,2,28,30,7965,05:00 - 06:59
winter,2012-10-06,7,13,71,84,7965,07:00 - 08:59
winter,2012-10-06,8,22,184,206,7965,07:00 - 08:59
winter,2012-10-06,9,130,265,395,7965,09:00 - 10:59
winter,2012-10-06,10,198,341,539,7965,09:00 - 10:59
winter,2012-10-06,11,258,389,647,7965,11:00 - 12:59
winter,2012-10-06,12,362,381,743,7965,11:00 - 12:59
winter,2012-10-06,13,310,400,710,7965,13:00 - 14:59
winter,2012-10-06,14,269,307,576,7965,13:00 - 14:59
winter,2012-10-06,15,279,341,620,7965,15:00 - 16:59
winter,2012-10-06,16,317,342,659,7965,15:00 - 16:59
winter,2012-10-06,17,268,342,610,7965,17:00 - 18:59
winter,2012-10-06,18,183,312,495,7965,17:00 - 18:59
winter,2012-10-06,19,102,239,341,7965,19:00 - 20:59
winter,2012-10-06,20,75,172,247,7965,19:00 - 20:59
winter,2012-10-06,21,78,137,215,7965,21:00 - 22:59
winter,2012-10-06,22,45,140,185,7965,21:00 - 22:59
winter,2012-10-06,23,37,142,179,7965,23:00 - 24:59
winter,2012-10-07,0,28,99,127,3510,
winter,2012-10-07,1,29,80,109,3510,01:00 - 02:59
winter,2012-10-07,2,10,64,74,3510,01:00 - 02:59
winter,2012-10-07,3,5,17,22,3510,03:00 - 04:59
winter,2012-10-07,4,5,6,11,3510,03:00 - 04:59
winter,2012-10-07,5,2,8,10,3510,05:00 - 06:59
winter,2012-10-07,6,4,19,23,3510,05:00 - 06:59
winter,2012-10-07,7,6,29,35,3510,07:00 - 08:59
winter,2012-10-07,8,11,51,62,3510,07:00 - 08:59
winter,2012-10-07,9,16,70,86,3510,09:00 - 10:59
winter,2012-10-07,10,41,144,185,3510,09:00 - 10:59
winter,2012-10-07,11,76,260,336,3510,11:00 - 12:59
winter,2012-10-07,12,100,292,392,3510,11:00 - 12:59
winter,2012-10-07,13,80,240,320,3510,13:00 - 14:59
winter,2012-10-07,14,71,243,314,3510,13:00 - 14:59
winter,2012-10-07,15,74,232,306,3510,15:00 - 16:59
winter,2012-10-07,16,87,246,333,3510,15:00 - 16:59
winter,2012-10-07,17,35,122,157,3510,17:00 - 18:59
winter,2012-10-07,18,24,82,106,3510,17:00 - 18:59
winter,2012-10-07,19,17,97,114,3510,19:00 - 20:59
winter,2012-10-07,20,19,97,116,3510,19:00 - 20:59
winter,2012-10-07,21,22,91,113,3510,21:00 - 22:59
winter,2012-10-07,22,7,72,79,3510,21:00 - 22:59
winter,2012-10-07,23,12,68,80,3510,23:00 - 24:59
winter,2012-10-08,0,7,44,51,5478,
winter,2012-10-08,1,2,35,37,5478,01:00 - 02:59
winter,2012-10-08,2,3,12,15,5478,01:00 - 02:59
winter,2012-10-08,3,2,8,10,5478,03:00 - 04:59
winter,2012-10-08,4,1,6,7,5478,03:00 - 04:59
winter,2012-10-08,5,2,17,19,5478,05:00 - 06:59
winter,2012-10-08,6,5,54,59,5478,05:00 - 06:59
winter,2012-10-08,7,3,151,154,5478,07:00 - 08:59
winter,2012-10-08,8,23,374,397,5478,07:00 - 08:59
winter,2012-10-08,9,59,273,332,5478,09:00 - 10:59
winter,2012-10-08,10,69,229,298,5478,09:00 - 10:59
